orderNumber,orderDate,requiredDate,shippedDate,status,comments,customerNumber,productCode,quantityOrdered,priceEach,orderLineNumber,paymentDate,amount,interactionID,interactionType,interactionDate,reviewID,reviewDate,rating,reviewText,employeeNumber,officeCode
613,2024-09-09,2024-09-16,NULL,In Process,Order placed by customer 564,564,PRD00490,93,68.90,1,2024-09-06,4605.22,594,Online Chat,2024-08-07,153,2023-09-21,4,Excellent product! Highly recommended.,987,695
309,2024-07-02,2024-07-09,2024-07-04,Shipped,Order placed by customer 970,970,PRD00491,33,92.06,1,2024-06-21,2831.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,934,287
681,2024-07-11,2024-07-18,NULL,Cancelled,Order placed by customer 988,988,PRD00492,58,96.37,1,2024-08-03,3044.93,139,Online Chat,2024-02-05,631,2023-12-26,2,"Not satisfied, would not buy again.",929,516
904,2024-08-05,2024-08-12,NULL,Cancelled,Order placed by customer 207,207,PRD00492,49,74.97,1,NULL,NULL,601,Online Chat,2024-06-02,631,2023-12-26,2,"Not satisfied, would not buy again.",998,578
686,2024-09-09,2024-09-16,2024-09-11,Shipped,Order placed by customer 591,591,PRD00492,13,41.59,1,2024-09-18,4503.33,573,Online Chat,2024-06-14,631,2023-12-26,2,"Not satisfied, would not buy again.",876,946
686,2024-09-09,2024-09-16,2024-09-11,Shipped,Order placed by customer 591,591,PRD00492,13,41.59,1,2024-09-17,202.21,573,Online Chat,2024-06-14,631,2023-12-26,2,"Not satisfied, would not buy again.",876,946
832,2024-07-11,2024-07-18,NULL,Pending,Order placed by customer 677,677,PRD00494,14,69.59,1,NULL,NULL,587,In-Person Meeting,2024-06-22,617,2024-01-03,2,"Not satisfied, would not buy again.",967,796
832,2024-07-11,2024-07-18,NULL,Pending,Order placed by customer 677,677,PRD00494,14,69.59,1,NULL,NULL,587,In-Person Meeting,2024-06-22,464,2023-11-20,2,Excellent product! Highly recommended.,967,796
832,2024-07-11,2024-07-18,NULL,Pending,Order placed by customer 677,677,PRD00494,14,69.59,1,NULL,NULL,587,In-Person Meeting,2024-06-22,549,2024-07-24,3,Excellent product! Highly recommended.,967,796
406,2024-06-15,2024-06-22,NULL,Pending,Order placed by customer 150,150,PRD00494,25,85.87,1,2024-07-13,4229.20,277,Online Chat,2024-01-18,617,2024-01-03,2,"Not satisfied, would not buy again.",197,606
406,2024-06-15,2024-06-22,NULL,Pending,Order placed by customer 150,150,PRD00494,25,85.87,1,2024-07-13,4229.20,277,Online Chat,2024-01-18,464,2023-11-20,2,Excellent product! Highly recommended.,197,606
406,2024-06-15,2024-06-22,NULL,Pending,Order placed by customer 150,150,PRD00494,25,85.87,1,2024-07-13,4229.20,277,Online Chat,2024-01-18,549,2024-07-24,3,Excellent product! Highly recommended.,197,606
406,2024-06-15,2024-06-22,NULL,Pending,Order placed by customer 150,150,PRD00494,25,85.87,1,2024-09-10,410.98,277,Online Chat,2024-01-18,617,2024-01-03,2,"Not satisfied, would not buy again.",197,606
406,2024-06-15,2024-06-22,NULL,Pending,Order placed by customer 150,150,PRD00494,25,85.87,1,2024-09-10,410.98,277,Online Chat,2024-01-18,464,2023-11-20,2,Excellent product! Highly recommended.,197,606
406,2024-06-15,2024-06-22,NULL,Pending,Order placed by customer 150,150,PRD00494,25,85.87,1,2024-09-10,410.98,277,Online Chat,2024-01-18,549,2024-07-24,3,Excellent product! Highly recommended.,197,606
62,2024-06-20,2024-06-27,NULL,Pending,Order placed by customer 86,86,PRD00495,14,11.77,1,NULL,NULL,NULL,NULL,NULL,847,2023-12-01,5,"Not satisfied, would not buy again.",894,504
469,2024-06-30,2024-07-07,NULL,Cancelled,Order placed by customer 507,507,PRD00496,65,33.72,1,2024-08-30,2704.26,376,Online Chat,2023-12-18,829,2023-09-29,1,"Good quality, but a bit expensive.",977,841
469,2024-06-30,2024-07-07,NULL,Cancelled,Order placed by customer 507,507,PRD00496,65,33.72,1,2024-08-30,2704.26,376,Online Chat,2023-12-18,188,2024-04-15,3,Fantastic! Exceeded my expectations.,977,841
469,2024-06-30,2024-07-07,NULL,Cancelled,Order placed by customer 507,507,PRD00496,65,33.72,1,2024-08-30,2704.26,376,Online Chat,2023-12-18,9,2024-04-10,5,Excellent product! Highly recommended.,977,841
697,2024-08-16,2024-08-23,2024-08-18,Shipped,Order placed by customer 652,652,PRD00496,44,68.37,1,2024-07-11,2755.18,NULL,NULL,NULL,829,2023-09-29,1,"Good quality, but a bit expensive.",396,681
697,2024-08-16,2024-08-23,2024-08-18,Shipped,Order placed by customer 652,652,PRD00496,44,68.37,1,2024-07-11,2755.18,NULL,NULL,NULL,188,2024-04-15,3,Fantastic! Exceeded my expectations.,396,681
697,2024-08-16,2024-08-23,2024-08-18,Shipped,Order placed by customer 652,652,PRD00496,44,68.37,1,2024-07-11,2755.18,NULL,NULL,NULL,9,2024-04-10,5,Excellent product! Highly recommended.,396,681
756,2024-07-18,2024-07-25,NULL,In Process,Order placed by customer 742,742,PRD00497,4,96.50,1,NULL,NULL,479,Email,2024-09-18,271,2024-02-21,1,Excellent product! Highly recommended.,982,771
724,2024-09-03,2024-09-10,2024-09-05,Shipped,Order placed by customer 14,14,PRD00498,61,50.22,1,2024-09-05,2366.81,NULL,NULL,NULL,257,2024-08-03,1,"Average product, could be better.",685,507
724,2024-09-03,2024-09-10,2024-09-05,Shipped,Order placed by customer 14,14,PRD00498,61,50.22,1,2024-09-05,2366.81,NULL,NULL,NULL,409,2024-08-31,3,"Not satisfied, would not buy again.",685,507
724,2024-09-03,2024-09-10,2024-09-05,Shipped,Order placed by customer 14,14,PRD00498,61,50.22,1,2024-07-11,1990.74,NULL,NULL,NULL,257,2024-08-03,1,"Average product, could be better.",685,507
724,2024-09-03,2024-09-10,2024-09-05,Shipped,Order placed by customer 14,14,PRD00498,61,50.22,1,2024-07-11,1990.74,NULL,NULL,NULL,409,2024-08-31,3,"Not satisfied, would not buy again.",685,507
262,2024-09-06,2024-09-13,NULL,Pending,Order placed by customer 840,840,PRD00498,89,21.71,1,NULL,NULL,NULL,NULL,NULL,257,2024-08-03,1,"Average product, could be better.",444,410
262,2024-09-06,2024-09-13,NULL,Pending,Order placed by customer 840,840,PRD00498,89,21.71,1,NULL,NULL,NULL,NULL,NULL,409,2024-08-31,3,"Not satisfied, would not buy again.",444,410
619,2024-09-18,2024-09-25,NULL,In Process,Order placed by customer 732,732,PRD00499,44,32.46,1,2024-08-04,2178.53,NULL,NULL,NULL,340,2024-01-15,1,Excellent product! Highly recommended.,448,394
619,2024-09-18,2024-09-25,NULL,In Process,Order placed by customer 732,732,PRD00499,44,32.46,1,2024-07-12,916.12,NULL,NULL,NULL,340,2024-01-15,1,Excellent product! Highly recommended.,448,394
862,2024-08-29,2024-09-05,2024-08-31,Shipped,Order placed by customer 100,100,PRD00504,96,65.55,1,2024-08-17,530.61,489,Phone Call,2024-04-26,NULL,NULL,NULL,NULL,170,404
862,2024-08-29,2024-09-05,2024-08-31,Shipped,Order placed by customer 100,100,PRD00504,96,65.55,1,2024-08-17,530.61,777,Online Chat,2024-08-24,NULL,NULL,NULL,NULL,170,404
998,2024-09-16,2024-09-23,2024-09-18,Shipped,Order placed by customer 231,231,PRD00506,91,79.18,1,2024-07-07,926.74,NULL,NULL,NULL,306,2024-03-26,5,"Not satisfied, would not buy again.",500,886
998,2024-09-16,2024-09-23,2024-09-18,Shipped,Order placed by customer 231,231,PRD00506,91,79.18,1,2024-08-31,2463.46,NULL,NULL,NULL,306,2024-03-26,5,"Not satisfied, would not buy again.",500,886
801,2024-07-18,2024-07-25,NULL,Pending,Order placed by customer 971,971,PRD00507,84,40.02,1,NULL,NULL,NULL,NULL,NULL,228,2024-06-12,3,Fantastic! Exceeded my expectations.,858,541
71,2024-08-30,2024-09-06,2024-09-01,Shipped,Order placed by customer 481,481,PRD00508,42,48.39,1,2024-09-01,1192.23,63,In-Person Meeting,2024-05-24,NULL,NULL,NULL,NULL,422,30
20,2024-07-10,2024-07-17,NULL,In Process,Order placed by customer 474,474,PRD00508,61,22.83,1,NULL,NULL,227,In-Person Meeting,2024-02-09,NULL,NULL,NULL,NULL,366,729
20,2024-07-10,2024-07-17,NULL,In Process,Order placed by customer 474,474,PRD00508,61,22.83,1,NULL,NULL,652,Email,2024-02-07,NULL,NULL,NULL,NULL,366,729
20,2024-07-10,2024-07-17,NULL,In Process,Order placed by customer 474,474,PRD00508,61,22.83,1,NULL,NULL,818,In-Person Meeting,2023-10-25,NULL,NULL,NULL,NULL,366,729
201,2024-09-04,2024-09-11,2024-09-06,Shipped,Order placed by customer 329,329,PRD00510,18,73.80,1,2024-09-18,839.64,634,Email,2024-08-29,NULL,NULL,NULL,NULL,438,15
589,2024-07-13,2024-07-20,NULL,In Process,Order placed by customer 520,520,PRD00510,12,36.78,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,240,543
658,2024-06-23,2024-06-30,NULL,Cancelled,Order placed by customer 420,420,PRD00510,76,50.88,1,2024-09-15,3741.18,708,In-Person Meeting,2024-06-30,NULL,NULL,NULL,NULL,964,349
58,2024-08-28,2024-09-04,NULL,Pending,Order placed by customer 890,890,PRD00511,96,31.29,1,2024-08-06,2874.21,286,Email,2024-06-06,415,2024-04-11,3,Excellent product! Highly recommended.,586,645
866,2024-08-30,2024-09-06,2024-09-01,Shipped,Order placed by customer 650,650,PRD00513,93,93.41,1,NULL,NULL,798,Phone Call,2023-12-17,702,2024-03-07,1,"Not satisfied, would not buy again.",472,647
866,2024-08-30,2024-09-06,2024-09-01,Shipped,Order placed by customer 650,650,PRD00513,93,93.41,1,NULL,NULL,798,Phone Call,2023-12-17,78,2023-11-25,5,"Good quality, but a bit expensive.",472,647
866,2024-08-30,2024-09-06,2024-09-01,Shipped,Order placed by customer 650,650,PRD00513,93,93.41,1,NULL,NULL,898,Phone Call,2024-06-14,702,2024-03-07,1,"Not satisfied, would not buy again.",472,647
866,2024-08-30,2024-09-06,2024-09-01,Shipped,Order placed by customer 650,650,PRD00513,93,93.41,1,NULL,NULL,898,Phone Call,2024-06-14,78,2023-11-25,5,"Good quality, but a bit expensive.",472,647
907,2024-08-24,2024-08-31,NULL,Cancelled,Order placed by customer 864,864,PRD00515,84,56.18,1,2024-07-06,1446.39,153,Email,2024-05-06,NULL,NULL,NULL,NULL,522,693
907,2024-08-24,2024-08-31,NULL,Cancelled,Order placed by customer 864,864,PRD00515,84,56.18,1,2024-07-06,1446.39,273,Online Chat,2024-05-05,NULL,NULL,NULL,NULL,522,693
874,2024-08-03,2024-08-10,NULL,Pending,Order placed by customer 689,689,PRD00515,59,71.22,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,162,193
829,2024-07-14,2024-07-21,NULL,Cancelled,Order placed by customer 412,412,PRD00515,88,66.87,1,2024-09-09,889.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,847,164
829,2024-07-14,2024-07-21,NULL,Cancelled,Order placed by customer 412,412,PRD00515,88,66.87,1,2024-07-21,3267.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,847,164
829,2024-07-14,2024-07-21,NULL,Cancelled,Order placed by customer 412,412,PRD00515,88,66.87,1,2024-07-16,1756.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,847,164
892,2024-06-30,2024-07-07,NULL,Pending,Order placed by customer 660,660,PRD00516,76,13.43,1,2024-09-13,2105.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,546,131
876,2024-06-27,2024-07-04,NULL,Cancelled,Order placed by customer 898,898,PRD00519,73,16.92,1,2024-06-29,719.53,625,Phone Call,2024-07-28,384,2024-07-23,3,"Not satisfied, would not buy again.",122,473
876,2024-06-27,2024-07-04,NULL,Cancelled,Order placed by customer 898,898,PRD00519,73,16.92,1,2024-06-29,719.53,625,Phone Call,2024-07-28,358,2024-02-27,3,"Average product, could be better.",122,473
876,2024-06-27,2024-07-04,NULL,Cancelled,Order placed by customer 898,898,PRD00519,73,16.92,1,2024-06-29,719.53,625,Phone Call,2024-07-28,338,2024-05-24,1,Excellent product! Highly recommended.,122,473
876,2024-06-27,2024-07-04,NULL,Cancelled,Order placed by customer 898,898,PRD00519,73,16.92,1,2024-06-24,4272.46,625,Phone Call,2024-07-28,384,2024-07-23,3,"Not satisfied, would not buy again.",122,473
876,2024-06-27,2024-07-04,NULL,Cancelled,Order placed by customer 898,898,PRD00519,73,16.92,1,2024-06-24,4272.46,625,Phone Call,2024-07-28,358,2024-02-27,3,"Average product, could be better.",122,473
876,2024-06-27,2024-07-04,NULL,Cancelled,Order placed by customer 898,898,PRD00519,73,16.92,1,2024-06-24,4272.46,625,Phone Call,2024-07-28,338,2024-05-24,1,Excellent product! Highly recommended.,122,473
894,2024-09-06,2024-09-13,NULL,In Process,Order placed by customer 200,200,PRD00520,36,66.15,1,2024-07-28,4303.23,NULL,NULL,NULL,373,2024-02-16,3,"Good quality, but a bit expensive.",885,609
163,2024-06-30,2024-07-07,2024-07-02,Shipped,Order placed by customer 632,632,PRD00521,65,36.49,1,NULL,NULL,729,In-Person Meeting,2024-05-18,406,2023-11-14,3,Excellent product! Highly recommended.,752,773
163,2024-06-30,2024-07-07,2024-07-02,Shipped,Order placed by customer 632,632,PRD00521,65,36.49,1,NULL,NULL,729,In-Person Meeting,2024-05-18,820,2024-08-14,4,Excellent product! Highly recommended.,752,773
432,2024-07-26,2024-08-02,2024-07-28,Shipped,Order placed by customer 107,107,PRD00521,79,19.37,1,2024-06-17,1659.30,207,In-Person Meeting,2024-03-28,406,2023-11-14,3,Excellent product! Highly recommended.,110,790
432,2024-07-26,2024-08-02,2024-07-28,Shipped,Order placed by customer 107,107,PRD00521,79,19.37,1,2024-06-17,1659.30,207,In-Person Meeting,2024-03-28,820,2024-08-14,4,Excellent product! Highly recommended.,110,790
432,2024-07-26,2024-08-02,2024-07-28,Shipped,Order placed by customer 107,107,PRD00521,79,19.37,1,2024-06-17,1659.30,571,In-Person Meeting,2024-01-02,406,2023-11-14,3,Excellent product! Highly recommended.,110,790
432,2024-07-26,2024-08-02,2024-07-28,Shipped,Order placed by customer 107,107,PRD00521,79,19.37,1,2024-06-17,1659.30,571,In-Person Meeting,2024-01-02,820,2024-08-14,4,Excellent product! Highly recommended.,110,790
432,2024-07-26,2024-08-02,2024-07-28,Shipped,Order placed by customer 107,107,PRD00521,79,19.37,1,2024-09-19,3696.64,207,In-Person Meeting,2024-03-28,406,2023-11-14,3,Excellent product! Highly recommended.,110,790
432,2024-07-26,2024-08-02,2024-07-28,Shipped,Order placed by customer 107,107,PRD00521,79,19.37,1,2024-09-19,3696.64,207,In-Person Meeting,2024-03-28,820,2024-08-14,4,Excellent product! Highly recommended.,110,790
432,2024-07-26,2024-08-02,2024-07-28,Shipped,Order placed by customer 107,107,PRD00521,79,19.37,1,2024-09-19,3696.64,571,In-Person Meeting,2024-01-02,406,2023-11-14,3,Excellent product! Highly recommended.,110,790
432,2024-07-26,2024-08-02,2024-07-28,Shipped,Order placed by customer 107,107,PRD00521,79,19.37,1,2024-09-19,3696.64,571,In-Person Meeting,2024-01-02,820,2024-08-14,4,Excellent product! Highly recommended.,110,790
166,2024-08-21,2024-08-28,NULL,Pending,Order placed by customer 663,663,PRD00521,77,76.21,1,NULL,NULL,461,Phone Call,2024-04-29,406,2023-11-14,3,Excellent product! Highly recommended.,39,710
166,2024-08-21,2024-08-28,NULL,Pending,Order placed by customer 663,663,PRD00521,77,76.21,1,NULL,NULL,461,Phone Call,2024-04-29,820,2024-08-14,4,Excellent product! Highly recommended.,39,710
166,2024-08-21,2024-08-28,NULL,Pending,Order placed by customer 663,663,PRD00521,77,76.21,1,NULL,NULL,557,In-Person Meeting,2023-11-05,406,2023-11-14,3,Excellent product! Highly recommended.,39,710
166,2024-08-21,2024-08-28,NULL,Pending,Order placed by customer 663,663,PRD00521,77,76.21,1,NULL,NULL,557,In-Person Meeting,2023-11-05,820,2024-08-14,4,Excellent product! Highly recommended.,39,710
570,2024-08-20,2024-08-27,2024-08-22,Shipped,Order placed by customer 719,719,PRD00521,61,57.35,1,2024-07-14,4594.58,934,Online Chat,2024-04-30,406,2023-11-14,3,Excellent product! Highly recommended.,59,500
570,2024-08-20,2024-08-27,2024-08-22,Shipped,Order placed by customer 719,719,PRD00521,61,57.35,1,2024-07-14,4594.58,934,Online Chat,2024-04-30,820,2024-08-14,4,Excellent product! Highly recommended.,59,500
746,2024-07-23,2024-07-30,2024-07-25,Shipped,Order placed by customer 154,154,PRD00522,13,33.05,1,NULL,NULL,NULL,NULL,NULL,694,2023-10-29,3,"Average product, could be better.",15,11
746,2024-07-23,2024-07-30,2024-07-25,Shipped,Order placed by customer 154,154,PRD00522,13,33.05,1,NULL,NULL,NULL,NULL,NULL,878,2023-12-12,2,"Good quality, but a bit expensive.",15,11
401,2024-07-31,2024-08-07,NULL,Cancelled,Order placed by customer 177,177,PRD00522,17,84.96,1,2024-08-05,3765.67,328,In-Person Meeting,2024-08-27,694,2023-10-29,3,"Average product, could be better.",288,518
401,2024-07-31,2024-08-07,NULL,Cancelled,Order placed by customer 177,177,PRD00522,17,84.96,1,2024-08-05,3765.67,328,In-Person Meeting,2024-08-27,878,2023-12-12,2,"Good quality, but a bit expensive.",288,518
401,2024-07-31,2024-08-07,NULL,Cancelled,Order placed by customer 177,177,PRD00522,17,84.96,1,2024-06-12,2492.02,328,In-Person Meeting,2024-08-27,694,2023-10-29,3,"Average product, could be better.",288,518
401,2024-07-31,2024-08-07,NULL,Cancelled,Order placed by customer 177,177,PRD00522,17,84.96,1,2024-06-12,2492.02,328,In-Person Meeting,2024-08-27,878,2023-12-12,2,"Good quality, but a bit expensive.",288,518
401,2024-07-31,2024-08-07,NULL,Cancelled,Order placed by customer 177,177,PRD00522,17,84.96,1,2024-06-28,4367.70,328,In-Person Meeting,2024-08-27,694,2023-10-29,3,"Average product, could be better.",288,518
401,2024-07-31,2024-08-07,NULL,Cancelled,Order placed by customer 177,177,PRD00522,17,84.96,1,2024-06-28,4367.70,328,In-Person Meeting,2024-08-27,878,2023-12-12,2,"Good quality, but a bit expensive.",288,518
401,2024-07-31,2024-08-07,NULL,Cancelled,Order placed by customer 177,177,PRD00522,17,84.96,1,2024-06-25,2093.49,328,In-Person Meeting,2024-08-27,694,2023-10-29,3,"Average product, could be better.",288,518
401,2024-07-31,2024-08-07,NULL,Cancelled,Order placed by customer 177,177,PRD00522,17,84.96,1,2024-06-25,2093.49,328,In-Person Meeting,2024-08-27,878,2023-12-12,2,"Good quality, but a bit expensive.",288,518
149,2024-08-10,2024-08-17,NULL,In Process,Order placed by customer 413,413,PRD00522,59,81.41,1,2024-08-21,2235.78,245,In-Person Meeting,2024-03-23,694,2023-10-29,3,"Average product, could be better.",654,330
149,2024-08-10,2024-08-17,NULL,In Process,Order placed by customer 413,413,PRD00522,59,81.41,1,2024-08-21,2235.78,245,In-Person Meeting,2024-03-23,878,2023-12-12,2,"Good quality, but a bit expensive.",654,330
149,2024-08-10,2024-08-17,NULL,In Process,Order placed by customer 413,413,PRD00522,59,81.41,1,2024-08-21,2235.78,516,Phone Call,2023-11-22,694,2023-10-29,3,"Average product, could be better.",654,330
149,2024-08-10,2024-08-17,NULL,In Process,Order placed by customer 413,413,PRD00522,59,81.41,1,2024-08-21,2235.78,516,Phone Call,2023-11-22,878,2023-12-12,2,"Good quality, but a bit expensive.",654,330
40,2024-08-14,2024-08-21,NULL,Pending,Order placed by customer 147,147,PRD00522,76,98.38,1,2024-06-22,649.56,208,Online Chat,2023-12-22,694,2023-10-29,3,"Average product, could be better.",979,525
40,2024-08-14,2024-08-21,NULL,Pending,Order placed by customer 147,147,PRD00522,76,98.38,1,2024-06-22,649.56,208,Online Chat,2023-12-22,878,2023-12-12,2,"Good quality, but a bit expensive.",979,525
752,2024-09-18,2024-09-25,NULL,In Process,Order placed by customer 29,29,PRD00523,93,70.77,1,NULL,NULL,458,Email,2024-06-16,NULL,NULL,NULL,NULL,526,657
820,2024-08-02,2024-08-09,NULL,Cancelled,Order placed by customer 865,865,PRD00524,40,53.82,1,NULL,NULL,NULL,NULL,NULL,901,2024-01-17,3,Fantastic! Exceeded my expectations.,66,297
820,2024-08-02,2024-08-09,NULL,Cancelled,Order placed by customer 865,865,PRD00524,40,53.82,1,NULL,NULL,NULL,NULL,NULL,630,2024-04-11,1,"Good quality, but a bit expensive.",66,297
820,2024-08-02,2024-08-09,NULL,Cancelled,Order placed by customer 865,865,PRD00524,40,53.82,1,NULL,NULL,NULL,NULL,NULL,467,2023-11-20,4,"Good quality, but a bit expensive.",66,297
692,2024-06-27,2024-07-04,2024-06-29,Shipped,Order placed by customer 726,726,PRD00524,17,89.31,1,NULL,NULL,NULL,NULL,NULL,901,2024-01-17,3,Fantastic! Exceeded my expectations.,74,141
692,2024-06-27,2024-07-04,2024-06-29,Shipped,Order placed by customer 726,726,PRD00524,17,89.31,1,NULL,NULL,NULL,NULL,NULL,630,2024-04-11,1,"Good quality, but a bit expensive.",74,141
692,2024-06-27,2024-07-04,2024-06-29,Shipped,Order placed by customer 726,726,PRD00524,17,89.31,1,NULL,NULL,NULL,NULL,NULL,467,2023-11-20,4,"Good quality, but a bit expensive.",74,141
721,2024-06-21,2024-06-28,NULL,Cancelled,Order placed by customer 720,720,PRD00526,10,89.15,1,2024-09-05,1670.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,822
721,2024-06-21,2024-06-28,NULL,Cancelled,Order placed by customer 720,720,PRD00526,10,89.15,1,2024-06-25,1594.80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,822
837,2024-07-24,2024-07-31,2024-07-26,Shipped,Order placed by customer 601,601,PRD00530,8,21.18,1,NULL,NULL,415,In-Person Meeting,2023-10-30,444,2023-12-06,5,Excellent product! Highly recommended.,337,66
837,2024-07-24,2024-07-31,2024-07-26,Shipped,Order placed by customer 601,601,PRD00530,8,21.18,1,NULL,NULL,415,In-Person Meeting,2023-10-30,903,2024-05-15,1,Excellent product! Highly recommended.,337,66
837,2024-07-24,2024-07-31,2024-07-26,Shipped,Order placed by customer 601,601,PRD00530,8,21.18,1,NULL,NULL,415,In-Person Meeting,2023-10-30,606,2024-09-05,5,"Good quality, but a bit expensive.",337,66
550,2024-08-07,2024-08-14,NULL,Cancelled,Order placed by customer 238,238,PRD00531,27,94.62,1,NULL,NULL,377,Phone Call,2024-03-11,NULL,NULL,NULL,NULL,619,774
269,2024-07-03,2024-07-10,NULL,Cancelled,Order placed by customer 908,908,PRD00532,23,24.49,1,2024-08-01,127.67,790,In-Person Meeting,2023-09-28,589,2024-08-10,1,"Not satisfied, would not buy again.",917,668
972,2024-06-17,2024-06-24,NULL,In Process,Order placed by customer 960,960,PRD00532,19,17.51,1,NULL,NULL,751,Phone Call,2023-12-06,589,2024-08-10,1,"Not satisfied, would not buy again.",580,595
359,2024-09-05,2024-09-12,NULL,Cancelled,Order placed by customer 520,520,PRD00534,87,86.80,1,NULL,NULL,NULL,NULL,NULL,455,2024-09-01,3,"Average product, could be better.",240,543
952,2024-07-10,2024-07-17,NULL,Pending,Order placed by customer 756,756,PRD00534,82,63.50,1,2024-09-01,4610.57,532,Phone Call,2024-08-06,455,2024-09-01,3,"Average product, could be better.",182,92
952,2024-07-10,2024-07-17,NULL,Pending,Order placed by customer 756,756,PRD00534,82,63.50,1,2024-09-01,4610.57,550,Email,2024-06-14,455,2024-09-01,3,"Average product, could be better.",182,92
952,2024-07-10,2024-07-17,NULL,Pending,Order placed by customer 756,756,PRD00534,82,63.50,1,2024-09-01,4610.57,796,Phone Call,2024-08-23,455,2024-09-01,3,"Average product, could be better.",182,92
952,2024-07-10,2024-07-17,NULL,Pending,Order placed by customer 756,756,PRD00534,82,63.50,1,2024-09-01,4610.57,846,Email,2024-06-23,455,2024-09-01,3,"Average product, could be better.",182,92
518,2024-07-14,2024-07-21,NULL,Cancelled,Order placed by customer 529,529,PRD00534,79,66.41,1,2024-07-21,100.74,213,Online Chat,2024-05-17,455,2024-09-01,3,"Average product, could be better.",782,324
210,2024-06-20,2024-06-27,2024-06-22,Shipped,Order placed by customer 517,517,PRD00535,6,91.04,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,575,956
699,2024-07-05,2024-07-12,2024-07-07,Shipped,Order placed by customer 650,650,PRD00536,65,57.39,1,NULL,NULL,798,Phone Call,2023-12-17,NULL,NULL,NULL,NULL,472,647
699,2024-07-05,2024-07-12,2024-07-07,Shipped,Order placed by customer 650,650,PRD00536,65,57.39,1,NULL,NULL,898,Phone Call,2024-06-14,NULL,NULL,NULL,NULL,472,647
864,2024-08-29,2024-09-05,NULL,Pending,Order placed by customer 56,56,PRD00536,73,89.12,1,2024-08-22,209.17,200,Phone Call,2024-07-06,NULL,NULL,NULL,NULL,176,561
864,2024-08-29,2024-09-05,NULL,Pending,Order placed by customer 56,56,PRD00536,73,89.12,1,2024-08-22,209.17,549,Online Chat,2023-11-26,NULL,NULL,NULL,NULL,176,561
864,2024-08-29,2024-09-05,NULL,Pending,Order placed by customer 56,56,PRD00536,73,89.12,1,2024-08-22,209.17,816,Online Chat,2024-07-31,NULL,NULL,NULL,NULL,176,561
864,2024-08-29,2024-09-05,NULL,Pending,Order placed by customer 56,56,PRD00536,73,89.12,1,2024-08-27,279.93,200,Phone Call,2024-07-06,NULL,NULL,NULL,NULL,176,561
864,2024-08-29,2024-09-05,NULL,Pending,Order placed by customer 56,56,PRD00536,73,89.12,1,2024-08-27,279.93,549,Online Chat,2023-11-26,NULL,NULL,NULL,NULL,176,561
864,2024-08-29,2024-09-05,NULL,Pending,Order placed by customer 56,56,PRD00536,73,89.12,1,2024-08-27,279.93,816,Online Chat,2024-07-31,NULL,NULL,NULL,NULL,176,561
864,2024-08-29,2024-09-05,NULL,Pending,Order placed by customer 56,56,PRD00538,33,94.51,1,2024-08-22,209.17,200,Phone Call,2024-07-06,NULL,NULL,NULL,NULL,176,561
864,2024-08-29,2024-09-05,NULL,Pending,Order placed by customer 56,56,PRD00538,33,94.51,1,2024-08-22,209.17,549,Online Chat,2023-11-26,NULL,NULL,NULL,NULL,176,561
864,2024-08-29,2024-09-05,NULL,Pending,Order placed by customer 56,56,PRD00538,33,94.51,1,2024-08-22,209.17,816,Online Chat,2024-07-31,NULL,NULL,NULL,NULL,176,561
864,2024-08-29,2024-09-05,NULL,Pending,Order placed by customer 56,56,PRD00538,33,94.51,1,2024-08-27,279.93,200,Phone Call,2024-07-06,NULL,NULL,NULL,NULL,176,561
864,2024-08-29,2024-09-05,NULL,Pending,Order placed by customer 56,56,PRD00538,33,94.51,1,2024-08-27,279.93,549,Online Chat,2023-11-26,NULL,NULL,NULL,NULL,176,561
864,2024-08-29,2024-09-05,NULL,Pending,Order placed by customer 56,56,PRD00538,33,94.51,1,2024-08-27,279.93,816,Online Chat,2024-07-31,NULL,NULL,NULL,NULL,176,561
838,2024-09-02,2024-09-09,NULL,Cancelled,Order placed by customer 26,26,PRD00538,80,83.97,1,2024-06-24,4344.89,30,Phone Call,2024-01-17,NULL,NULL,NULL,NULL,72,504
838,2024-09-02,2024-09-09,NULL,Cancelled,Order placed by customer 26,26,PRD00538,80,83.97,1,2024-06-24,4344.89,874,In-Person Meeting,2024-07-01,NULL,NULL,NULL,NULL,72,504
838,2024-09-02,2024-09-09,NULL,Cancelled,Order placed by customer 26,26,PRD00538,80,83.97,1,2024-06-25,3379.64,30,Phone Call,2024-01-17,NULL,NULL,NULL,NULL,72,504
838,2024-09-02,2024-09-09,NULL,Cancelled,Order placed by customer 26,26,PRD00538,80,83.97,1,2024-06-25,3379.64,874,In-Person Meeting,2024-07-01,NULL,NULL,NULL,NULL,72,504
