productCode,productName,productLine,productScale,productVendor,productDescription,quantityInStock,buyPrice,MSRP
PRD00485,Product 485,Ships 999,1:50,Vendor C,"High-quality product 485, designed for performance and durability.",768,923.23,1245.16
PRD00486,Product 486,Motorcycles 855,1:18,Vendor A,"High-quality product 486, designed for performance and durability.",529,63.21,77.38
PRD00487,Product 487,Ships 356,1:24,Vendor B,"High-quality product 487, designed for performance and durability.",211,94.32,124.78
PRD00488,Product 488,Planes 879,1:50,Vendor C,"High-quality product 488, designed for performance and durability.",258,317.63,437.69
PRD00489,Product 489,Classic Cars 20,1:18,Vendor A,"High-quality product 489, designed for performance and durability.",134,752.83,1124.59
PRD00490,Product 490,Classic Cars 70,1:24,Vendor B,"High-quality product 490, designed for performance and durability.",465,635.44,803.21
PRD00491,Product 491,Motorcycles 939,1:50,Vendor C,"High-quality product 491, designed for performance and durability.",729,132.04,175.11
PRD00492,Product 492,Trains 574,1:18,Vendor A,"High-quality product 492, designed for performance and durability.",204,673.17,974.61
PRD00493,Product 493,Classic Cars 992,1:24,Vendor B,"High-quality product 493, designed for performance and durability.",342,688.32,1005.68
PRD00494,Product 494,Motorcycles 587,1:50,Vendor C,"High-quality product 494, designed for performance and durability.",939,859.22,1139.97
PRD00495,Product 495,Classic Cars 828,1:18,Vendor A,"High-quality product 495, designed for performance and durability.",722,142.97,187.25
PRD00496,Product 496,Ships 839,1:24,Vendor B,"High-quality product 496, designed for performance and durability.",189,590.95,799.24
PRD00497,Product 497,Planes 892,1:50,Vendor C,"High-quality product 497, designed for performance and durability.",287,572.85,779.71
PRD00498,Product 498,Planes 242,1:18,Vendor A,"High-quality product 498, designed for performance and durability.",502,256.99,342.37
PRD00499,Product 499,Trains 396,1:24,Vendor B,"High-quality product 499, designed for performance and durability.",228,648.77,815.14
PRD00500,Product 500,Trains 448,1:50,Vendor C,"High-quality product 500, designed for performance and durability.",390,188.89,256.11
PRD00501,Product 501,Trains 60,1:18,Vendor A,"High-quality product 501, designed for performance and durability.",317,599.86,767.64
PRD00502,Product 502,Classic Cars 120,1:24,Vendor B,"High-quality product 502, designed for performance and durability.",831,890.01,1141.21
PRD00503,Product 503,Ships 759,1:50,Vendor C,"High-quality product 503, designed for performance and durability.",402,766.18,1143.12
PRD00504,Product 504,Trains 622,1:18,Vendor A,"High-quality product 504, designed for performance and durability.",593,948.69,1266.32
PRD00505,Product 505,Planes 47,1:24,Vendor B,"High-quality product 505, designed for performance and durability.",987,539.66,798.63
PRD00506,Product 506,Planes 450,1:50,Vendor C,"High-quality product 506, designed for performance and durability.",124,547.06,665.44
PRD00507,Product 507,Planes 367,1:18,Vendor A,"High-quality product 507, designed for performance and durability.",673,195.19,279.89
PRD00508,Product 508,Trains 622,1:24,Vendor B,"High-quality product 508, designed for performance and durability.",607,710.26,1027.96
PRD00509,Product 509,Ships 607,1:50,Vendor C,"High-quality product 509, designed for performance and durability.",800,795.64,1025.87
PRD00510,Product 510,Motorcycles 351,1:18,Vendor A,"High-quality product 510, designed for performance and durability.",877,340.05,428.47
PRD00511,Product 511,Motorcycles 246,1:24,Vendor B,"High-quality product 511, designed for performance and durability.",558,641.43,918.16
PRD00512,Product 512,Classic Cars 717,1:50,Vendor C,"High-quality product 512, designed for performance and durability.",355,37.99,50.21
PRD00513,Product 513,Classic Cars 992,1:18,Vendor A,"High-quality product 513, designed for performance and durability.",123,526.33,744.44
PRD00514,Product 514,Classic Cars 198,1:24,Vendor B,"High-quality product 514, designed for performance and durability.",184,446.43,649.22
PRD00515,Product 515,Planes 578,1:50,Vendor C,"High-quality product 515, designed for performance and durability.",341,345.98,472.80
PRD00516,Product 516,Trains 665,1:18,Vendor A,"High-quality product 516, designed for performance and durability.",751,219.73,316.38
PRD00517,Product 517,Trains 809,1:24,Vendor B,"High-quality product 517, designed for performance and durability.",691,586.99,733.58
PRD00518,Product 518,Motorcycles 865,1:50,Vendor C,"High-quality product 518, designed for performance and durability.",742,207.95,270.19
PRD00519,Product 519,Motorcycles 395,1:18,Vendor A,"High-quality product 519, designed for performance and durability.",659,919.30,1166.86
PRD00520,Product 520,Classic Cars 464,1:24,Vendor B,"High-quality product 520, designed for performance and durability.",288,212.73,317.29
PRD00521,Product 521,Ships 378,1:50,Vendor C,"High-quality product 521, designed for performance and durability.",829,373.58,547.45
PRD00522,Product 522,Ships 709,1:18,Vendor A,"High-quality product 522, designed for performance and durability.",551,144.84,194.09
PRD00523,Product 523,Ships 362,1:24,Vendor B,"High-quality product 523, designed for performance and durability.",290,708.46,870.83
PRD00524,Product 524,Ships 790,1:50,Vendor C,"High-quality product 524, designed for performance and durability.",687,338.34,431.49
PRD00525,Product 525,Planes 109,1:18,Vendor A,"High-quality product 525, designed for performance and durability.",790,980.99,1445.57
PRD00526,Product 526,Trains 584,1:24,Vendor B,"High-quality product 526, designed for performance and durability.",477,347.76,422.80
PRD00527,Product 527,Motorcycles 929,1:50,Vendor C,"High-quality product 527, designed for performance and durability.",953,768.25,1041.83
PRD00528,Product 528,Trains 111,1:18,Vendor A,"High-quality product 528, designed for performance and durability.",901,458.20,555.27
PRD00529,Product 529,Ships 955,1:24,Vendor B,"High-quality product 529, designed for performance and durability.",870,367.20,471.78
PRD00530,Product 530,Ships 740,1:50,Vendor C,"High-quality product 530, designed for performance and durability.",262,372.03,529.36
PRD00531,Product 531,Trains 695,1:18,Vendor A,"High-quality product 531, designed for performance and durability.",264,808.79,1152.23
PRD00532,Product 532,Classic Cars 563,1:24,Vendor B,"High-quality product 532, designed for performance and durability.",653,156.63,203.29
PRD00533,Product 533,Classic Cars 297,1:50,Vendor C,"High-quality product 533, designed for performance and durability.",687,98.62,121.83
PRD00534,Product 534,Classic Cars 661,1:18,Vendor A,"High-quality product 534, designed for performance and durability.",306,726.92,962.96
PRD00535,Product 535,Ships 764,1:24,Vendor B,"High-quality product 535, designed for performance and durability.",665,889.58,1227.27
PRD00536,Product 536,Ships 2,1:50,Vendor C,"High-quality product 536, designed for performance and durability.",901,997.61,1476.02
PRD00537,Product 537,Classic Cars 491,1:18,Vendor A,"High-quality product 537, designed for performance and durability.",848,653.06,930.14
PRD00538,Product 538,Ships 653,1:24,Vendor B,"High-quality product 538, designed for performance and durability.",359,43.90,55.55
PRD00539,Product 539,Ships 684,1:50,Vendor C,"High-quality product 539, designed for performance and durability.",957,127.58,180.33
PRD00540,Product 540,Trains 232,1:18,Vendor A,"High-quality product 540, designed for performance and durability.",934,935.16,1361.29
PRD00541,Product 541,Ships 482,1:24,Vendor B,"High-quality product 541, designed for performance and durability.",552,720.83,1027.87
PRD00542,Product 542,Ships 649,1:50,Vendor C,"High-quality product 542, designed for performance and durability.",442,903.45,1101.55
PRD00543,Product 543,Classic Cars 987,1:18,Vendor A,"High-quality product 543, designed for performance and durability.",586,220.34,280.42
PRD00544,Product 544,Planes 353,1:24,Vendor B,"High-quality product 544, designed for performance and durability.",721,513.18,687.44
PRD00545,Product 545,Ships 814,1:50,Vendor C,"High-quality product 545, designed for performance and durability.",190,537.51,658.18
PRD00546,Product 546,Classic Cars 992,1:18,Vendor A,"High-quality product 546, designed for performance and durability.",823,799.76,1067.96
PRD00547,Product 547,Motorcycles 738,1:24,Vendor B,"High-quality product 547, designed for performance and durability.",96,164.82,234.29
PRD00548,Product 548,Trains 734,1:50,Vendor C,"High-quality product 548, designed for performance and durability.",104,739.62,961.59
PRD00549,Product 549,Motorcycles 703,1:18,Vendor A,"High-quality product 549, designed for performance and durability.",243,851.00,1182.62
PRD00550,Product 550,Classic Cars 791,1:24,Vendor B,"High-quality product 550, designed for performance and durability.",812,569.85,759.08
PRD00551,Product 551,Trains 303,1:50,Vendor C,"High-quality product 551, designed for performance and durability.",521,631.54,803.58
PRD00552,Product 552,Planes 162,1:18,Vendor A,"High-quality product 552, designed for performance and durability.",857,727.60,896.71
PRD00553,Product 553,Classic Cars 390,1:24,Vendor B,"High-quality product 553, designed for performance and durability.",623,910.36,1153.18
PRD00554,Product 554,Planes 614,1:50,Vendor C,"High-quality product 554, designed for performance and durability.",193,462.80,648.85
PRD00555,Product 555,Planes 637,1:18,Vendor A,"High-quality product 555, designed for performance and durability.",471,565.33,716.80
PRD00556,Product 556,Trains 116,1:24,Vendor B,"High-quality product 556, designed for performance and durability.",176,928.53,1191.93
PRD00557,Product 557,Motorcycles 145,1:50,Vendor C,"High-quality product 557, designed for performance and durability.",830,193.67,233.09
PRD00558,Product 558,Ships 435,1:18,Vendor A,"High-quality product 558, designed for performance and durability.",721,539.22,721.09
PRD00559,Product 559,Classic Cars 114,1:24,Vendor B,"High-quality product 559, designed for performance and durability.",61,358.93,476.80
PRD00560,Product 560,Classic Cars 253,1:50,Vendor C,"High-quality product 560, designed for performance and durability.",319,84.45,114.52
PRD00561,Product 561,Planes 569,1:18,Vendor A,"High-quality product 561, designed for performance and durability.",816,958.32,1324.12
PRD00562,Product 562,Planes 624,1:24,Vendor B,"High-quality product 562, designed for performance and durability.",638,791.07,1139.28
PRD00563,Product 563,Classic Cars 803,1:50,Vendor C,"High-quality product 563, designed for performance and durability.",323,632.25,867.74
PRD00564,Product 564,Motorcycles 776,1:18,Vendor A,"High-quality product 564, designed for performance and durability.",188,494.13,665.22
PRD00565,Product 565,Ships 163,1:24,Vendor B,"High-quality product 565, designed for performance and durability.",368,411.05,576.18
PRD00566,Product 566,Classic Cars 275,1:50,Vendor C,"High-quality product 566, designed for performance and durability.",813,365.12,502.94
PRD00567,Product 567,Motorcycles 748,1:18,Vendor A,"High-quality product 567, designed for performance and durability.",295,524.58,778.77
PRD00568,Product 568,Planes 290,1:24,Vendor B,"High-quality product 568, designed for performance and durability.",973,14.34,18.34
PRD00569,Product 569,Classic Cars 345,1:50,Vendor C,"High-quality product 569, designed for performance and durability.",881,452.90,584.44
PRD00570,Product 570,Motorcycles 801,1:18,Vendor A,"High-quality product 570, designed for performance and durability.",663,899.88,1240.48
PRD00571,Product 571,Ships 65,1:24,Vendor B,"High-quality product 571, designed for performance and durability.",556,317.71,421.87
PRD00572,Product 572,Planes 165,1:50,Vendor C,"High-quality product 572, designed for performance and durability.",699,563.54,759.80
PRD00573,Product 573,Classic Cars 357,1:18,Vendor A,"High-quality product 573, designed for performance and durability.",561,141.94,192.34
PRD00574,Product 574,Motorcycles 863,1:24,Vendor B,"High-quality product 574, designed for performance and durability.",560,463.24,598.16
PRD00575,Product 575,Planes 986,1:50,Vendor C,"High-quality product 575, designed for performance and durability.",321,920.34,1309.14
PRD00576,Product 576,Motorcycles 846,1:18,Vendor A,"High-quality product 576, designed for performance and durability.",682,46.00,63.03
PRD00577,Product 577,Planes 519,1:24,Vendor B,"High-quality product 577, designed for performance and durability.",845,929.76,1386.79
PRD00578,Product 578,Trains 336,1:50,Vendor C,"High-quality product 578, designed for performance and durability.",918,786.54,968.90
PRD00579,Product 579,Trains 580,1:18,Vendor A,"High-quality product 579, designed for performance and durability.",125,13.87,20.19
PRD00580,Product 580,Trains 293,1:24,Vendor B,"High-quality product 580, designed for performance and durability.",638,650.57,924.62
PRD00581,Product 581,Classic Cars 933,1:50,Vendor C,"High-quality product 581, designed for performance and durability.",81,301.94,402.23
PRD00582,Product 582,Planes 463,1:18,Vendor A,"High-quality product 582, designed for performance and durability.",862,346.44,434.53
PRD00583,Product 583,Motorcycles 812,1:24,Vendor B,"High-quality product 583, designed for performance and durability.",550,71.59,96.70
PRD00584,Product 584,Classic Cars 381,1:50,Vendor C,"High-quality product 584, designed for performance and durability.",327,181.84,222.58
PRD00585,Product 585,Motorcycles 36,1:18,Vendor A,"High-quality product 585, designed for performance and durability.",472,612.71,772.84
PRD00586,Product 586,Trains 605,1:24,Vendor B,"High-quality product 586, designed for performance and durability.",183,929.54,1379.79
PRD00587,Product 587,Motorcycles 866,1:50,Vendor C,"High-quality product 587, designed for performance and durability.",736,276.77,350.87
PRD00588,Product 588,Trains 293,1:18,Vendor A,"High-quality product 588, designed for performance and durability.",606,942.85,1306.39
PRD00589,Product 589,Trains 140,1:24,Vendor B,"High-quality product 589, designed for performance and durability.",85,866.16,1249.82
PRD00590,Product 590,Classic Cars 301,1:50,Vendor C,"High-quality product 590, designed for performance and durability.",464,910.46,1171.28
PRD00591,Product 591,Trains 695,1:18,Vendor A,"High-quality product 591, designed for performance and durability.",398,672.31,884.45
PRD00592,Product 592,Classic Cars 199,1:24,Vendor B,"High-quality product 592, designed for performance and durability.",559,589.16,741.07
PRD00593,Product 593,Classic Cars 961,1:50,Vendor C,"High-quality product 593, designed for performance and durability.",854,488.74,633.26
PRD00594,Product 594,Planes 864,1:18,Vendor A,"High-quality product 594, designed for performance and durability.",665,667.03,884.93
PRD00595,Product 595,Classic Cars 728,1:24,Vendor B,"High-quality product 595, designed for performance and durability.",901,962.69,1356.18
PRD00596,Product 596,Classic Cars 575,1:50,Vendor C,"High-quality product 596, designed for performance and durability.",585,598.05,802.12
PRD00597,Product 597,Planes 444,1:18,Vendor A,"High-quality product 597, designed for performance and durability.",244,481.14,596.11
PRD00598,Product 598,Classic Cars 291,1:24,Vendor B,"High-quality product 598, designed for performance and durability.",673,777.51,1070.28
PRD00599,Product 599,Classic Cars 261,1:50,Vendor C,"High-quality product 599, designed for performance and durability.",72,573.00,778.59
PRD00600,Product 600,Ships 9,1:18,Vendor A,"High-quality product 600, designed for performance and durability.",510,737.25,948.52
PRD00601,Product 601,Ships 515,1:24,Vendor B,"High-quality product 601, designed for performance and durability.",785,407.66,553.89
PRD00602,Product 602,Classic Cars 958,1:50,Vendor C,"High-quality product 602, designed for performance and durability.",351,516.13,627.60
PRD00603,Product 603,Classic Cars 836,1:18,Vendor A,"High-quality product 603, designed for performance and durability.",738,353.27,500.33
PRD00604,Product 604,Trains 988,1:24,Vendor B,"High-quality product 604, designed for performance and durability.",87,418.24,565.29
PRD00605,Product 605,Classic Cars 615,1:50,Vendor C,"High-quality product 605, designed for performance and durability.",194,333.56,447.71
PRD00606,Product 606,Motorcycles 6,1:18,Vendor A,"High-quality product 606, designed for performance and durability.",218,313.98,404.58
PRD00607,Product 607,Motorcycles 631,1:24,Vendor B,"High-quality product 607, designed for performance and durability.",825,530.61,712.82
PRD00608,Product 608,Ships 406,1:50,Vendor C,"High-quality product 608, designed for performance and durability.",80,613.22,751.63
PRD00609,Product 609,Classic Cars 1,1:18,Vendor A,"High-quality product 609, designed for performance and durability.",574,908.97,1280.15
PRD00610,Product 610,Classic Cars 44,1:24,Vendor B,"High-quality product 610, designed for performance and durability.",727,242.43,295.84
PRD00611,Product 611,Classic Cars 752,1:50,Vendor C,"High-quality product 611, designed for performance and durability.",438,242.63,326.26
PRD00612,Product 612,Ships 709,1:18,Vendor A,"High-quality product 612, designed for performance and durability.",931,366.19,509.75
PRD00613,Product 613,Ships 343,1:24,Vendor B,"High-quality product 613, designed for performance and durability.",456,76.20,100.55
PRD00614,Product 614,Motorcycles 284,1:50,Vendor C,"High-quality product 614, designed for performance and durability.",882,850.51,1069.94
PRD00615,Product 615,Classic Cars 42,1:18,Vendor A,"High-quality product 615, designed for performance and durability.",725,239.58,324.69
PRD00616,Product 616,Motorcycles 757,1:24,Vendor B,"High-quality product 616, designed for performance and durability.",913,54.91,80.64
PRD00617,Product 617,Classic Cars 410,1:50,Vendor C,"High-quality product 617, designed for performance and durability.",941,177.29,227.27
PRD00618,Product 618,Ships 417,1:18,Vendor A,"High-quality product 618, designed for performance and durability.",112,798.66,1151.66
PRD00619,Product 619,Ships 105,1:24,Vendor B,"High-quality product 619, designed for performance and durability.",996,248.69,332.37
PRD00620,Product 620,Classic Cars 412,1:50,Vendor C,"High-quality product 620, designed for performance and durability.",214,393.37,508.09
PRD00621,Product 621,Motorcycles 738,1:18,Vendor A,"High-quality product 621, designed for performance and durability.",289,501.24,645.15
PRD00622,Product 622,Planes 242,1:24,Vendor B,"High-quality product 622, designed for performance and durability.",995,965.29,1184.05
PRD00623,Product 623,Ships 196,1:50,Vendor C,"High-quality product 623, designed for performance and durability.",730,496.99,704.60
PRD00624,Product 624,Motorcycles 159,1:18,Vendor A,"High-quality product 624, designed for performance and durability.",843,236.00,305.41
PRD00625,Product 625,Planes 122,1:24,Vendor B,"High-quality product 625, designed for performance and durability.",211,811.11,1211.07
PRD00626,Product 626,Motorcycles 394,1:50,Vendor C,"High-quality product 626, designed for performance and durability.",290,839.20,1018.31
PRD00627,Product 627,Classic Cars 518,1:18,Vendor A,"High-quality product 627, designed for performance and durability.",391,233.45,299.27
PRD00628,Product 628,Classic Cars 503,1:24,Vendor B,"High-quality product 628, designed for performance and durability.",68,845.18,1036.95
PRD00629,Product 629,Trains 396,1:50,Vendor C,"High-quality product 629, designed for performance and durability.",597,830.06,1113.42
PRD00630,Product 630,Planes 916,1:18,Vendor A,"High-quality product 630, designed for performance and durability.",794,851.15,1147.19
PRD00631,Product 631,Trains 779,1:24,Vendor B,"High-quality product 631, designed for performance and durability.",515,704.40,879.69
PRD00632,Product 632,Trains 706,1:50,Vendor C,"High-quality product 632, designed for performance and durability.",869,940.69,1173.86
PRD00633,Product 633,Ships 588,1:18,Vendor A,"High-quality product 633, designed for performance and durability.",744,830.05,1201.20
PRD00634,Product 634,Planes 244,1:24,Vendor B,"High-quality product 634, designed for performance and durability.",684,517.41,642.99
PRD00635,Product 635,Trains 180,1:50,Vendor C,"High-quality product 635, designed for performance and durability.",387,546.32,809.38
PRD00636,Product 636,Ships 784,1:18,Vendor A,"High-quality product 636, designed for performance and durability.",462,932.14,1150.40
PRD00637,Product 637,Planes 431,1:24,Vendor B,"High-quality product 637, designed for performance and durability.",965,378.33,517.27
PRD00638,Product 638,Planes 162,1:50,Vendor C,"High-quality product 638, designed for performance and durability.",561,705.60,954.38
PRD00639,Product 639,Classic Cars 940,1:18,Vendor A,"High-quality product 639, designed for performance and durability.",398,401.68,578.81
PRD00640,Product 640,Trains 222,1:24,Vendor B,"High-quality product 640, designed for performance and durability.",444,577.28,827.46
PRD00641,Product 641,Trains 341,1:50,Vendor C,"High-quality product 641, designed for performance and durability.",650,560.46,704.53
PRD00642,Product 642,Planes 672,1:18,Vendor A,"High-quality product 642, designed for performance and durability.",264,629.41,919.06
PRD00643,Product 643,Planes 982,1:24,Vendor B,"High-quality product 643, designed for performance and durability.",687,245.47,328.11
PRD00644,Product 644,Classic Cars 956,1:50,Vendor C,"High-quality product 644, designed for performance and durability.",355,20.62,25.83
PRD00645,Product 645,Ships 282,1:18,Vendor A,"High-quality product 645, designed for performance and durability.",211,964.24,1242.85
PRD00646,Product 646,Trains 782,1:24,Vendor B,"High-quality product 646, designed for performance and durability.",224,715.00,1006.18
PRD00647,Product 647,Ships 654,1:50,Vendor C,"High-quality product 647, designed for performance and durability.",640,414.38,553.02
PRD00648,Product 648,Planes 497,1:18,Vendor A,"High-quality product 648, designed for performance and durability.",302,207.34,274.38
PRD00649,Product 649,Classic Cars 788,1:24,Vendor B,"High-quality product 649, designed for performance and durability.",897,157.97,200.75
PRD00650,Product 650,Ships 260,1:50,Vendor C,"High-quality product 650, designed for performance and durability.",97,826.37,1048.56
PRD00651,Product 651,Ships 720,1:18,Vendor A,"High-quality product 651, designed for performance and durability.",356,626.24,869.97
PRD00652,Product 652,Ships 462,1:24,Vendor B,"High-quality product 652, designed for performance and durability.",958,181.91,223.29
PRD00653,Product 653,Ships 79,1:50,Vendor C,"High-quality product 653, designed for performance and durability.",393,338.65,410.03
PRD00654,Product 654,Ships 143,1:18,Vendor A,"High-quality product 654, designed for performance and durability.",122,405.45,492.90
PRD00655,Product 655,Trains 984,1:24,Vendor B,"High-quality product 655, designed for performance and durability.",843,797.76,1169.48
PRD00656,Product 656,Ships 149,1:50,Vendor C,"High-quality product 656, designed for performance and durability.",791,409.47,514.46
PRD00657,Product 657,Trains 860,1:18,Vendor A,"High-quality product 657, designed for performance and durability.",483,864.29,1121.45
PRD00658,Product 658,Trains 363,1:24,Vendor B,"High-quality product 658, designed for performance and durability.",880,191.33,282.06
PRD00659,Product 659,Planes 889,1:50,Vendor C,"High-quality product 659, designed for performance and durability.",450,94.90,125.27
PRD00660,Product 660,Motorcycles 493,1:18,Vendor A,"High-quality product 660, designed for performance and durability.",357,456.00,633.29
PRD00661,Product 661,Planes 699,1:24,Vendor B,"High-quality product 661, designed for performance and durability.",429,916.03,1131.87
PRD00662,Product 662,Planes 118,1:50,Vendor C,"High-quality product 662, designed for performance and durability.",249,261.66,339.51
PRD00663,Product 663,Motorcycles 195,1:18,Vendor A,"High-quality product 663, designed for performance and durability.",627,151.54,221.40
PRD00664,Product 664,Planes 931,1:24,Vendor B,"High-quality product 664, designed for performance and durability.",326,745.41,976.64
PRD00665,Product 665,Ships 923,1:50,Vendor C,"High-quality product 665, designed for performance and durability.",763,935.01,1321.45
PRD00666,Product 666,Classic Cars 828,1:18,Vendor A,"High-quality product 666, designed for performance and durability.",996,178.54,238.59
PRD00667,Product 667,Ships 888,1:24,Vendor B,"High-quality product 667, designed for performance and durability.",583,515.67,726.44
PRD00668,Product 668,Motorcycles 272,1:50,Vendor C,"High-quality product 668, designed for performance and durability.",146,434.05,546.57
PRD00669,Product 669,Trains 771,1:18,Vendor A,"High-quality product 669, designed for performance and durability.",211,466.80,573.11
PRD00670,Product 670,Ships 745,1:24,Vendor B,"High-quality product 670, designed for performance and durability.",620,942.73,1311.65
PRD00671,Product 671,Trains 137,1:50,Vendor C,"High-quality product 671, designed for performance and durability.",118,990.31,1223.71
PRD00672,Product 672,Classic Cars 615,1:18,Vendor A,"High-quality product 672, designed for performance and durability.",320,914.47,1354.10
PRD00673,Product 673,Motorcycles 205,1:24,Vendor B,"High-quality product 673, designed for performance and durability.",790,362.09,493.98
PRD00674,Product 674,Motorcycles 543,1:50,Vendor C,"High-quality product 674, designed for performance and durability.",263,800.96,1042.32
PRD00675,Product 675,Trains 478,1:18,Vendor A,"High-quality product 675, designed for performance and durability.",878,624.40,807.46
PRD00676,Product 676,Trains 484,1:24,Vendor B,"High-quality product 676, designed for performance and durability.",285,37.82,55.12
PRD00677,Product 677,Planes 486,1:50,Vendor C,"High-quality product 677, designed for performance and durability.",974,415.42,619.77
PRD00678,Product 678,Trains 53,1:18,Vendor A,"High-quality product 678, designed for performance and durability.",610,534.28,777.72
PRD00679,Product 679,Classic Cars 139,1:24,Vendor B,"High-quality product 679, designed for performance and durability.",375,289.78,433.27
PRD00680,Product 680,Ships 653,1:50,Vendor C,"High-quality product 680, designed for performance and durability.",603,501.04,732.92
PRD00681,Product 681,Planes 384,1:18,Vendor A,"High-quality product 681, designed for performance and durability.",512,784.33,1172.96
PRD00682,Product 682,Classic Cars 726,1:24,Vendor B,"High-quality product 682, designed for performance and durability.",607,850.29,1110.11
PRD00683,Product 683,Planes 672,1:50,Vendor C,"High-quality product 683, designed for performance and durability.",594,612.01,793.09
PRD00684,Product 684,Motorcycles 235,1:18,Vendor A,"High-quality product 684, designed for performance and durability.",782,588.89,833.49
PRD00685,Product 685,Ships 893,1:24,Vendor B,"High-quality product 685, designed for performance and durability.",86,703.68,974.44
PRD00686,Product 686,Planes 214,1:50,Vendor C,"High-quality product 686, designed for performance and durability.",995,130.08,190.50
PRD00687,Product 687,Classic Cars 575,1:18,Vendor A,"High-quality product 687, designed for performance and durability.",960,808.57,1146.52
PRD00688,Product 688,Ships 741,1:24,Vendor B,"High-quality product 688, designed for performance and durability.",690,255.50,353.44
PRD00689,Product 689,Classic Cars 992,1:50,Vendor C,"High-quality product 689, designed for performance and durability.",871,339.17,487.86
PRD00690,Product 690,Trains 584,1:18,Vendor A,"High-quality product 690, designed for performance and durability.",864,364.96,470.21
PRD00691,Product 691,Ships 234,1:24,Vendor B,"High-quality product 691, designed for performance and durability.",266,644.99,953.32
PRD00692,Product 692,Trains 54,1:50,Vendor C,"High-quality product 692, designed for performance and durability.",720,207.29,294.26
PRD00693,Product 693,Classic Cars 494,1:18,Vendor A,"High-quality product 693, designed for performance and durability.",436,162.16,205.12
PRD00694,Product 694,Ships 59,1:24,Vendor B,"High-quality product 694, designed for performance and durability.",882,971.01,1332.06
PRD00695,Product 695,Ships 925,1:50,Vendor C,"High-quality product 695, designed for performance and durability.",343,163.42,220.06
PRD00696,Product 696,Ships 819,1:18,Vendor A,"High-quality product 696, designed for performance and durability.",775,428.94,593.69
PRD00697,Product 697,Classic Cars 120,1:24,Vendor B,"High-quality product 697, designed for performance and durability.",340,623.38,780.09
PRD00698,Product 698,Trains 222,1:50,Vendor C,"High-quality product 698, designed for performance and durability.",320,507.32,670.48
PRD00699,Product 699,Planes 47,1:18,Vendor A,"High-quality product 699, designed for performance and durability.",406,828.87,1087.50
PRD00700,Product 700,Planes 463,1:24,Vendor B,"High-quality product 700, designed for performance and durability.",365,517.68,737.58
PRD00701,Product 701,Ships 158,1:50,Vendor C,"High-quality product 701, designed for performance and durability.",303,144.91,202.95
PRD00702,Product 702,Ships 356,1:18,Vendor A,"High-quality product 702, designed for performance and durability.",583,275.05,373.00
PRD00703,Product 703,Planes 431,1:24,Vendor B,"High-quality product 703, designed for performance and durability.",677,651.58,884.69
PRD00704,Product 704,Classic Cars 788,1:50,Vendor C,"High-quality product 704, designed for performance and durability.",323,226.38,298.08
PRD00705,Product 705,Classic Cars 557,1:18,Vendor A,"High-quality product 705, designed for performance and durability.",106,19.27,26.68
PRD00706,Product 706,Planes 265,1:24,Vendor B,"High-quality product 706, designed for performance and durability.",683,940.75,1176.25
PRD00707,Product 707,Classic Cars 785,1:50,Vendor C,"High-quality product 707, designed for performance and durability.",181,707.05,1047.94
PRD00708,Product 708,Planes 92,1:18,Vendor A,"High-quality product 708, designed for performance and durability.",783,533.71,654.94
PRD00709,Product 709,Ships 2,1:24,Vendor B,"High-quality product 709, designed for performance and durability.",353,531.94,665.35
PRD00710,Product 710,Planes 255,1:50,Vendor C,"High-quality product 710, designed for performance and durability.",455,635.31,838.20
PRD00711,Product 711,Classic Cars 564,1:18,Vendor A,"High-quality product 711, designed for performance and durability.",253,840.19,1025.07
PRD00712,Product 712,Ships 547,1:24,Vendor B,"High-quality product 712, designed for performance and durability.",543,275.66,378.67
PRD00713,Product 713,Planes 115,1:50,Vendor C,"High-quality product 713, designed for performance and durability.",108,467.71,653.00
PRD00714,Product 714,Trains 537,1:18,Vendor A,"High-quality product 714, designed for performance and durability.",670,172.31,256.46
PRD00715,Product 715,Classic Cars 412,1:24,Vendor B,"High-quality product 715, designed for performance and durability.",142,489.52,660.10
PRD00716,Product 716,Trains 489,1:50,Vendor C,"High-quality product 716, designed for performance and durability.",755,268.45,334.41
PRD00717,Product 717,Motorcycles 439,1:18,Vendor A,"High-quality product 717, designed for performance and durability.",72,565.37,679.16
PRD00718,Product 718,Trains 604,1:24,Vendor B,"High-quality product 718, designed for performance and durability.",249,619.05,811.61
PRD00719,Product 719,Trains 724,1:50,Vendor C,"High-quality product 719, designed for performance and durability.",840,941.73,1316.65
PRD00720,Product 720,Ships 304,1:18,Vendor A,"High-quality product 720, designed for performance and durability.",346,109.93,137.80
PRD00721,Product 721,Planes 165,1:24,Vendor B,"High-quality product 721, designed for performance and durability.",717,434.03,575.67
PRD00722,Product 722,Motorcycles 101,1:50,Vendor C,"High-quality product 722, designed for performance and durability.",924,635.26,919.71
PRD00723,Product 723,Classic Cars 191,1:18,Vendor A,"High-quality product 723, designed for performance and durability.",650,464.86,695.47
PRD00724,Product 724,Planes 468,1:24,Vendor B,"High-quality product 724, designed for performance and durability.",309,19.65,26.09
PRD00725,Product 725,Trains 461,1:50,Vendor C,"High-quality product 725, designed for performance and durability.",942,268.84,393.85
PRD00726,Product 726,Ships 79,1:18,Vendor A,"High-quality product 726, designed for performance and durability.",194,270.25,399.19
PRD00727,Product 727,Ships 158,1:24,Vendor B,"High-quality product 727, designed for performance and durability.",171,329.17,457.65
